Date,Realized Volatility,Abs_Bias,squared_pct_chg,abs_overnight_info
2005-01-04,0.6451934840142377,-0.01944888057950145,-1.8730000000000002,-0.0008790657353729969
2005-01-05,1.2931140559594871,-0.007834505749636733,0.7373,0.00044401321588871667
2005-01-06,0.497776115220295,-0.012323738489144809,-0.9990000000000001,-8.633373318467363e-05
2005-01-07,1.13991223806624,-0.0034435172486944055,0.4289,-0.00094039283197489
2005-01-10,0.5411226071794587,0.004925803291251363,0.615,0.00024749392568690354
2005-01-11,0.3636179014808911,0.00660881299551086,0.4041,-0.00023224074243266557
2005-01-12,0.22605624772271196,0.005385136149470782,-0.0429,-0.0009591502266976804
2005-01-13,0.2168788139926181,0.0021944141223428915,-0.0485,-0.00035268103630237135
2005-01-14,0.9624755266467844,-0.0064946057290562464,-0.8512,-0.008097758495344998
2005-01-17,0.8897567374305049,-0.024233242622114126,-2.3256,-0.0007202680102933456
2005-01-18,1.001126012413147,-0.011867875846299114,0.7235,-0.00030932096949065624
2005-01-19,0.4517675805944409,-0.01160686102797559,-0.5995,-0.0038988713065410963
2005-01-20,0.8563239396070722,-0.014488060271717451,-1.1258,-0.0020454417525419544
2005-01-21,3.9675050352618846,0.011979354270318154,2.4977,0.018895647452840336
2005-01-24,1.2198859914683386,0.022756934146749508,1.7255,-0.0027295241956641902
2005-01-25,0.4521032258382866,0.016884729289995626,-0.1229,-0.0014856745276183858
2005-01-26,0.4598673704095242,0.003170801889605279,-0.9788,-0.001917360675114388
2005-01-27,0.4516042832684476,-0.013388716211395035,-1.2937,-0.001766806549372113
2005-01-28,0.4432050131789357,-0.020006285962754333,-0.9967,-0.0024071668938132618
2005-01-31,0.7271951481463413,-0.027719429770924897,-1.8003,-0.0019501762346640916
2005-02-01,0.907128393848078,-0.01945482466872228,-0.2427,0.00048014807309737506
2005-02-02,3.0419183361302826,0.030941667750563617,5.3467,0.0010477543069171702
2005-02-03,3.7118110741961767,0.020109807028203086,-0.8138,-0.0029811591676400795
2005-02-04,1.4559268914939325,0.03245580452083896,2.149,0.005509599523855435
2005-02-16,1.2033278519425579,0.026108033158664945,0.7782,0.0008972577966996909
2005-02-17,0.7375221795183518,0.009802411142367795,-0.2147,-0.0003683677197923174
2005-02-18,0.478974804393049,-0.0047699675109766915,-1.3451,0.0004439155648627846
2005-02-21,0.6434973873379927,0.008614101181311007,2.0263,0.0008941255616381483
2005-02-22,1.4877869027850463,0.021486663325529065,1.9305,0.0002649966547272342
2005-02-23,0.8551276774942057,0.016909560667778045,0.0151,-0.0018643152705486443
2005-02-24,0.5432909256387541,0.012040870283162697,0.0362,0.0010818994263308568
2005-02-25,0.7160486008700284,0.005624739409146429,0.1905,-0.000766802228522323
2005-02-28,0.6207604535187351,-0.0026192146438424047,-0.4908,-0.0005775007704773572
2005-03-01,0.39573374861660815,-0.003707174042907546,-0.1984,-7.825920834836353e-05
2005-03-02,0.8587619284916083,-0.012636542621267566,-1.2246,-0.0017515038604001276
2005-03-03,0.6541338401300476,-0.004902307335934886,0.5351,-0.00014139490345144168
2005-03-04,0.3980539510408771,-0.006229242828401205,-0.5118,0.0005387943713763832
2005-03-07,0.2590300809056535,0.0003256498879009584,0.4679,0.0034807281623532305
2005-03-08,0.6099096493071366,0.016843086230406534,1.8962,0.002225440105524612
2005-03-09,0.41144915594538106,0.011212933221502297,-0.1123,8.27735676374175e-05
2005-03-10,0.5809020228168599,-0.011010521828072939,-2.3206,-0.0013381331774144911
2005-03-11,0.7983637051500594,-0.00847741780956568,0.2883,-0.0007413939320395357
2005-03-14,1.3507723549425783,-0.005685225471949273,0.2759,-0.0002845398978150726
2005-03-15,0.7884172257033835,-0.017098616236095765,-1.883,-0.0016497151438290558
2005-03-16,0.927748863456716,-0.018317902318186974,-1.068,0.0003153401040796311
2005-03-17,0.6676419832917374,-0.021251225628457604,-0.9648,-0.0008222282041785434
2005-03-18,0.6437318242150218,-0.024321364836672466,-1.2925,-0.0010270849707039176
2005-03-21,0.6512239546371316,-0.011460203870607977,0.2968,-0.0002957272311583381
2005-03-22,1.200019619731343,-0.02119723327797285,-1.9596,-0.0009673902399782719
2005-03-23,1.6783508257697468,-0.016793769107663614,-0.4369,-0.001159079627464088
2005-03-24,1.8800025237470692,-0.005606551537994164,0.5445,-0.000818913722410386
2005-03-25,0.671520682964724,-0.00414701205989676,-0.2117,-0.0006504917913954245
2005-03-28,0.6580729184983168,-0.003647163596359526,-0.4579,-0.0003516953920819077
2005-03-29,0.6363020379581961,-0.005919220799363245,-0.4245,-0.0021537496833072822
2005-03-30,1.0816010078044134,-0.01998044691684342,-1.8781,-0.003199794991357585
2005-03-31,1.1347665393665476,-0.008107695490953581,0.7387,-0.0007308576808569001
2005-04-01,6.338783159670559,0.024147707376949157,3.5835,-0.009400303406153832
2005-04-04,1.570897027374334,0.006694109288171823,-1.6835,-0.0018937807959540365
2005-04-05,0.9714434086865424,-0.0021297506338129324,-0.9329,-0.00045909617612061027
2005-04-06,2.632289927973369,0.010000239385814957,1.9403,0.0015298596993682523
2005-04-07,3.3543302812614937,0.011347732863026927,0.8741,-0.0003574728179174258
2005-04-08,1.6551946728772733,0.02593104668278201,1.8796,-0.00029719574804243365
2005-04-11,1.3804260257058067,0.013645551755933738,-0.6046,-0.001482194983998042
2005-04-12,0.6544465518016146,-0.008405700867038846,-1.7294,0.007729716225857608
2005-04-13,1.8554747088983004,0.009435359773370955,2.3527,0.003201878908535072
2005-04-14,0.8261168475763011,-0.0031779475535698154,-1.1113,-0.003775960123003408
2005-04-15,0.6210790631525915,-0.012229879098383911,-1.4072,-0.0037623214984057185
2005-04-18,0.5005489368874086,-0.02106266101360621,-1.5799,-0.0012146954563210244
2005-04-19,0.9669997771082508,-0.01601303305617474,0.1809,-0.0007887086680735678
2005-04-20,0.6277539957359368,-0.018662712505848056,-1.3092,-0.0016801911324160201
2005-04-21,0.9346009916701395,-0.018269470715314817,-0.9827,-0.0013039858750660827
2005-04-22,0.9536192914012552,-0.013137025884359943,-0.2873,-0.002436280095172272
2005-04-25,0.7719696673657817,-0.01602373819216041,-0.9593,-0.0020115713155979265
2005-04-26,1.6076353872116431,-0.0038382170289237294,0.6359,-0.0002025373821412657
2005-04-27,0.7549012181353701,-0.01209011977280916,-1.4226,-0.0026245350111633314
2005-04-28,2.711437343658384,0.006066282953119284,1.7724,-0.000673383701410124
2005-04-29,1.0594614193183467,-0.0007747866512346491,-0.853,0.001270818003517249
2005-05-09,2.247204143450308,-0.020759408290077275,-2.4424,-0.003558566563658161
2005-05-10,2.0447647498666552,-0.011412544762383625,0.4179,-0.0008510428871888465
2005-05-11,1.0417570438415025,-0.01709538857003068,-0.9942,-0.001863385819674157
2005-05-12,2.064171462429782,-0.023833404705411176,-1.8037,-0.002164492214522973
2005-05-13,2.3049930797889893,-0.011454395303656995,0.3292,-0.0020153425853326468
2005-05-16,1.2771116679878938,-0.016137689396786392,-1.0978,-0.0038505100333594555
2005-05-17,2.4094657935455404,-0.0059077154183357905,0.3808,9.093471802845698e-05
2005-05-18,0.9428568537909544,0.0009380026942871211,0.3024,-0.001099460449898615
2005-05-19,1.8347373738581558,0.0014941490343653996,0.0462,-0.002707847419907594
2005-05-20,1.008563368443333,-0.0008098336725641531,-0.3812,-0.003609811185688372
2005-05-23,0.5860134613987781,-0.02246121519554034,-2.5858,-0.004535673023826625
2005-05-24,2.155885203269932,-0.01491374481592711,0.2804,-0.0012355757900737174
2005-05-25,1.1125056032875715,-0.010837788636106183,-0.1592,-0.0008631352686165883
2005-05-26,0.7529752241862041,-0.015039208530448711,-1.2377,-0.0024054588256197107
2005-05-27,1.1119307758454309,-0.012796168635227367,-0.6536,-0.0021173676241463824
2005-05-30,0.8356168177421052,-0.0030111450079237656,0.7809999999999999,0.0013667810292021798
2005-05-31,0.8318733306323616,-1.1452246918786102e-05,0.0543,-0.0010639763910571531
2005-06-01,1.2216264500191008,-0.014294632596131507,-2.0317,-0.0023671477687141618
2005-06-02,1.7104891163306728,-0.02854513147248383,-2.2252,-0.002128115264194541
2005-06-03,3.5275273533104063,-0.023516247812266577,-0.2388,-0.0032173654668001817
2005-06-06,3.0728217194127314,0.0016634685095038293,2.0462,0.0021622465262689516
2005-06-07,3.0985567223793513,0.004033749008020671,-0.3323,0.012758953299082165
2005-06-08,10.946899073241491,0.0687505004000375,8.2101,0.0028858033944141326
2005-06-09,7.553340960007841,0.06107986806678767,1.3867,-0.00044039501845016815
2005-06-10,2.6622337918388923,0.02289240776893564,-2.0128,-0.002100037488562023
2005-06-13,3.0190602564168163,0.0076481690244323275,-0.18,0.0018477149048017338
2005-06-14,1.931665537244345,-0.015789903269402217,-1.1595,-0.002752847307121442
2005-06-15,1.4789408835630329,-0.02702080611088764,-1.8865,-0.0009922560088364563
2005-06-16,1.7321809969748516,-0.006688437304476658,1.228,0.0037718483556794524
2005-06-17,1.4925686889373448,-0.002922298531156109,-0.0368,0.002060311045227081
2005-06-20,3.0544568288698963,0.02266649958330813,2.7643,4.0335501745758506e-05
2005-06-21,0.945348129408876,0.008454464947411644,-1.2669,-0.0022977191077959702
2005-06-22,0.7262516042641347,0.00358073427149197,0.0497,-0.0013384232940474305
2005-06-23,0.6971099774709285,-0.005419218039998341,-0.7559999999999999,-0.0015674680004913455
2005-06-24,0.6388481206913733,-0.0009433802879579289,0.7479,0.005956548418851959
2005-06-27,1.237080493589727,0.017889441147496576,2.0654,-0.003290904895386859
2005-06-28,0.3936720566506951,0.0022281989350947384,-1.4273,0.002773557067811794
2005-06-29,0.4709882622252435,-0.0015571272798169389,-0.3244,-0.0013719914000587252
2005-06-30,0.6517689252638943,-0.021218221833300355,-2.1768,-0.0033592046604260517
2005-07-01,1.1063584988401816,-0.03636056582473035,-2.3446,-0.005083027855325106
2005-07-04,1.1739034970877742,-0.030016076852176887,-0.7878,-0.0032470029641888942
2005-07-05,1.3666723317888485,-0.024952989567767148,-0.7863,0.0015925055607644012
2005-07-06,0.7096705526194135,-0.01688975530674064,-0.5291,-0.0003164368655035332
2005-07-07,1.1262999675223957,-0.004021948184566249,0.4888,-0.0021060157402637003
2005-07-08,1.0514965700168901,-0.01681340891015637,-1.9848,0.008614212394203236
2005-07-11,1.228365635020601,-0.016251032857113934,-0.6369,-0.0035634384543037356
2005-07-12,6.340050789698516,0.016077416384112198,3.4268,-0.001514297387189778
2005-07-13,1.2213367304465852,0.006918510385700571,-0.838,-0.0018013233546589902
2005-07-14,1.3201501995503804,0.009477370480976077,0.2913,-0.0007759522510468742
2005-07-15,1.107168384601445,-0.005954757988041237,-1.3745,-0.0026689517403255536
2005-07-18,0.7349349143172709,-0.01982837356709677,-1.3661,-0.0010795304498243397
2005-07-19,1.4979111917200931,-0.011424980928487649,0.2231,-0.0003658165663011914
2005-07-20,0.8487829414850653,-0.0016687889241380205,0.6602,-0.0003516599807520393
2005-07-21,0.5425994458937219,0.001759503974139598,-0.0411,0.005371426577618799
2005-07-22,2.0259152218549605,0.022717587503081837,2.517,-0.0010059333700294104
2005-07-25,0.6032189820764005,0.015361938626434757,-0.08800000000000001,0.0010860753977803839
2005-07-26,1.3118463878806161,0.030035802189691374,2.6217,-0.0002265342460949782
2005-07-27,1.0983568342176222,0.03279928312735869,1.5941,0.0001844020630734633
2005-07-28,1.0217594492308006,0.017194043897132083,-0.3084,-0.0014515180856786714
2005-07-29,0.5237333348091473,0.0070567367644089884,-0.3235,-0.0002188538439051868
2005-08-01,0.5969215316274272,0.004340889819935079,0.5462,0.0005324823534476053
2005-08-02,0.73732342134665,0.012364006869754363,1.3857,0.0020621129253761694
2005-08-03,0.9913330725824488,0.012436393235897292,0.3316,-0.002521007079983484
2005-08-04,0.5319764311444244,0.004881482689209626,-0.4613,2.8115248942306437e-05
2005-08-05,0.8646631403553251,0.020057219022204364,2.3721,0.0027073121883223195
2005-08-08,1.1218944702622715,0.0200326769185315,0.8983,0.0002107107809186104
2005-08-09,0.9309803690797972,0.023350868210087583,1.1987,0.000585494583986268
2005-08-10,1.2250898783153144,0.02404438006313203,1.0845,0.0003518594520857121
2005-08-11,1.30934802268742,0.025661496532010553,1.5919,0.001424323064785682
2005-08-12,1.836762702390413,0.0055156086901728685,-1.3234,-0.0007554772457023518
2005-08-15,0.9286475340298114,0.013452253094503597,1.6346,0.0008538854409261276
2005-08-16,1.4250697000211832,0.0009746773087719873,-0.8195,-0.0017870704884481725
2005-08-17,1.7097340909101648,0.009385156503807224,1.3214,0.0013421190233788849
2005-08-18,3.3083414289228714,-0.022796823946635847,-3.7557,-0.0031197489724155147
2005-08-19,3.0842323136008836,-0.0178670439658708,0.1872,-0.0010543000233713684
2005-08-22,1.41007094746926,-0.005734307191398891,0.7314,0.00020022214368431435
